fecha,dia_semana,mes,bloque_hora,zona_id,tipo_emergencia,cantidad_emergencias,recursos_utilizados,timestamp
2025-05-18,6,5,3,CON-CEN,10-0,0,0,2025-05-18 03:00:00
2025-05-18,6,5,6,CON-CEN,10-0,1,6,2025-05-18 06:00:00
2025-05-18,6,5,9,CON-CEN,10-0,0,0,2025-05-18 09:00:00
2025-05-18,6,5,12,CON-CEN,10-0,0,0,2025-05-18 12:00:00
2025-05-18,6,5,15,CON-CEN,10-0,0,0,2025-05-18 15:00:00
2025-05-18,6,5,18,CON-CEN,10-0,0,0,2025-05-18 18:00:00
2025-05-18,6,5,21,CON-CEN,10-0,0,0,2025-05-18 21:00:00
2025-05-19,0,5,0,CON-CEN,10-0,1,4,2025-05-19 00:00:00
2025-05-19,0,5,3,CON-CEN,10-0,0,0,2025-05-19 03:00:00
2025-05-19,0,5,6,CON-CEN,10-0,0,0,2025-05-19 06:00:00
2025-05-19,0,5,9,CON-CEN,10-0,0,0,2025-05-19 09:00:00
2025-05-19,0,5,12,CON-CEN,10-0,0,0,2025-05-19 12:00:00
2025-05-19,0,5,15,CON-CEN,10-0,0,0,2025-05-19 15:00:00
2025-05-19,0,5,18,CON-CEN,10-0,0,0,2025-05-19 18:00:00
2025-05-19,0,5,21,CON-CEN,10-0,0,0,2025-05-19 21:00:00
2025-05-20,1,5,0,CON-CEN,10-0,0,0,2025-05-20 00:00:00
2025-05-20,1,5,3,CON-CEN,10-0,0,0,2025-05-20 03:00:00
2025-05-20,1,5,6,CON-CEN,10-0,0,0,2025-05-20 06:00:00
2025-05-20,1,5,9,CON-CEN,10-0,0,0,2025-05-20 09:00:00
2025-05-20,1,5,12,CON-CEN,10-0,0,0,2025-05-20 12:00:00
2025-05-20,1,5,15,CON-CEN,10-0,0,0,2025-05-20 15:00:00
2025-05-20,1,5,18,CON-CEN,10-0,0,0,2025-05-20 18:00:00
2025-05-20,1,5,21,CON-CEN,10-0,1,5,2025-05-20 21:00:00
2025-05-21,2,5,0,CON-CEN,10-0,0,0,2025-05-21 00:00:00
2025-05-21,2,5,3,CON-CEN,10-0,0,0,2025-05-21 03:00:00
2025-05-21,2,5,6,CON-CEN,10-0,0,0,2025-05-21 06:00:00
2025-05-21,2,5,9,CON-CEN,10-0,0,0,2025-05-21 09:00:00
2025-05-21,2,5,12,CON-CEN,10-0,0,0,2025-05-21 12:00:00
2025-05-21,2,5,15,CON-CEN,10-0,0,0,2025-05-21 15:00:00
2025-05-21,2,5,18,CON-CEN,10-0,0,0,2025-05-21 18:00:00
2025-05-21,2,5,21,CON-CEN,10-0,0,0,2025-05-21 21:00:00
2025-05-22,3,5,0,CON-CEN,10-0,0,0,2025-05-22 00:00:00
2025-05-22,3,5,3,CON-CEN,10-0,0,0,2025-05-22 03:00:00
2025-05-22,3,5,6,CON-CEN,10-0,0,0,2025-05-22 06:00:00
2025-05-22,3,5,9,CON-CEN,10-0,0,0,2025-05-22 09:00:00
2025-05-22,3,5,12,CON-CEN,10-0,0,0,2025-05-22 12:00:00
2025-05-22,3,5,15,CON-CEN,10-0,0,0,2025-05-22 15:00:00
2025-05-22,3,5,18,CON-CEN,10-0,0,0,2025-05-22 18:00:00
2025-05-22,3,5,21,CON-CEN,10-0,0,0,2025-05-22 21:00:00
2025-05-23,4,5,0,CON-CEN,10-0,0,0,2025-05-23 00:00:00
2025-05-23,4,5,3,CON-CEN,10-0,0,0,2025-05-23 03:00:00
2025-05-23,4,5,6,CON-CEN,10-0,0,0,2025-05-23 06:00:00
2025-05-23,4,5,9,CON-CEN,10-0,0,0,2025-05-23 09:00:00
2025-05-23,4,5,12,CON-CEN,10-0,0,0,2025-05-23 12:00:00
2025-05-23,4,5,15,CON-CEN,10-0,0,0,2025-05-23 15:00:00
2025-05-23,4,5,18,CON-CEN,10-0,0,0,2025-05-23 18:00:00
2025-05-23,4,5,21,CON-CEN,10-0,0,0,2025-05-23 21:00:00
2025-05-24,5,5,0,CON-CEN,10-0,1,8,2025-05-24 00:00:00
2025-05-24,5,5,3,CON-CEN,10-0,0,0,2025-05-24 03:00:00
2025-05-24,5,5,6,CON-CEN,10-0,0,0,2025-05-24 06:00:00
2025-05-24,5,5,9,CON-CEN,10-0,0,0,2025-05-24 09:00:00
2025-05-24,5,5,12,CON-CEN,10-0,0,0,2025-05-24 12:00:00
2025-05-24,5,5,15,CON-CEN,10-0,0,0,2025-05-24 15:00:00
2025-05-24,5,5,18,CON-CEN,10-0,0,0,2025-05-24 18:00:00
2025-05-24,5,5,21,CON-CEN,10-0,1,2,2025-05-24 21:00:00
2025-05-25,6,5,0,CON-CEN,10-0,0,0,2025-05-25 00:00:00
2025-05-25,6,5,3,CON-CEN,10-0,0,0,2025-05-25 03:00:00
2025-05-25,6,5,6,CON-CEN,10-0,0,0,2025-05-25 06:00:00
2025-05-25,6,5,9,CON-CEN,10-0,1,2,2025-05-25 09:00:00
2025-05-25,6,5,12,CON-CEN,10-0,0,0,2025-05-25 12:00:00
2025-05-25,6,5,15,CON-CEN,10-0,1,3,2025-05-25 15:00:00
2025-05-25,6,5,18,CON-CEN,10-0,0,0,2025-05-25 18:00:00
2025-05-25,6,5,21,CON-CEN,10-0,1,5,2025-05-25 21:00:00
2025-05-26,0,5,0,CON-CEN,10-0,0,0,2025-05-26 00:00:00
2025-05-26,0,5,3,CON-CEN,10-0,0,0,2025-05-26 03:00:00
2025-05-26,0,5,6,CON-CEN,10-0,0,0,2025-05-26 06:00:00
2025-05-26,0,5,9,CON-CEN,10-0,0,0,2025-05-26 09:00:00
2025-05-26,0,5,12,CON-CEN,10-0,0,0,2025-05-26 12:00:00
2025-05-26,0,5,15,CON-CEN,10-0,0,0,2025-05-26 15:00:00
2025-05-26,0,5,18,CON-CEN,10-0,0,0,2025-05-26 18:00:00
2025-05-26,0,5,21,CON-CEN,10-0,0,0,2025-05-26 21:00:00
2025-05-27,1,5,0,CON-CEN,10-0,0,0,2025-05-27 00:00:00
2025-05-27,1,5,3,CON-CEN,10-0,0,0,2025-05-27 03:00:00
2025-05-27,1,5,6,CON-CEN,10-0,0,0,2025-05-27 06:00:00
2025-05-27,1,5,9,CON-CEN,10-0,0,0,2025-05-27 09:00:00
2025-05-27,1,5,12,CON-CEN,10-0,0,0,2025-05-27 12:00:00
2025-05-27,1,5,15,CON-CEN,10-0,0,0,2025-05-27 15:00:00
2025-05-27,1,5,18,CON-CEN,10-0,0,0,2025-05-27 18:00:00
2025-05-27,1,5,21,CON-CEN,10-0,0,0,2025-05-27 21:00:00
2025-05-28,2,5,0,CON-CEN,10-0,0,0,2025-05-28 00:00:00
2025-05-28,2,5,3,CON-CEN,10-0,0,0,2025-05-28 03:00:00
2025-05-28,2,5,6,CON-CEN,10-0,0,0,2025-05-28 06:00:00
2025-05-28,2,5,9,CON-CEN,10-0,0,0,2025-05-28 09:00:00
2025-05-28,2,5,12,CON-CEN,10-0,0,0,2025-05-28 12:00:00
2025-05-28,2,5,15,CON-CEN,10-0,0,0,2025-05-28 15:00:00
2025-05-28,2,5,18,CON-CEN,10-0,0,0,2025-05-28 18:00:00
2025-05-28,2,5,21,CON-CEN,10-0,0,0,2025-05-28 21:00:00
2025-05-29,3,5,0,CON-CEN,10-0,0,0,2025-05-29 00:00:00
2025-05-29,3,5,3,CON-CEN,10-0,0,0,2025-05-29 03:00:00
2025-05-29,3,5,6,CON-CEN,10-0,0,0,2025-05-29 06:00:00
2025-05-29,3,5,9,CON-CEN,10-0,1,6,2025-05-29 09:00:00
2025-05-29,3,5,12,CON-CEN,10-0,0,0,2025-05-29 12:00:00
2025-05-29,3,5,15,CON-CEN,10-0,0,0,2025-05-29 15:00:00
2025-05-29,3,5,18,CON-CEN,10-0,0,0,2025-05-29 18:00:00
2025-05-29,3,5,21,CON-CEN,10-0,0,0,2025-05-29 21:00:00
2025-05-30,4,5,0,CON-CEN,10-0,0,0,2025-05-30 00:00:00
2025-05-30,4,5,3,CON-CEN,10-0,0,0,2025-05-30 03:00:00
2025-05-30,4,5,6,CON-CEN,10-0,0,0,2025-05-30 06:00:00
2025-05-30,4,5,9,CON-CEN,10-0,0,0,2025-05-30 09:00:00
2025-05-30,4,5,12,CON-CEN,10-0,0,0,2025-05-30 12:00:00
2025-05-30,4,5,15,CON-CEN,10-0,0,0,2025-05-30 15:00:00
2025-05-30,4,5,18,CON-CEN,10-0,0,0,2025-05-30 18:00:00
2025-05-30,4,5,21,CON-CEN,10-0,0,0,2025-05-30 21:00:00
2025-05-31,5,5,0,CON-CEN,10-0,0,0,2025-05-31 00:00:00
2025-05-31,5,5,3,CON-CEN,10-0,0,0,2025-05-31 03:00:00
2025-05-31,5,5,6,CON-CEN,10-0,0,0,2025-05-31 06:00:00
2025-05-31,5,5,9,CON-CEN,10-0,0,0,2025-05-31 09:00:00
2025-05-31,5,5,12,CON-CEN,10-0,0,0,2025-05-31 12:00:00
2025-05-31,5,5,15,CON-CEN,10-0,0,0,2025-05-31 15:00:00
2025-05-31,5,5,18,CON-CEN,10-0,0,0,2025-05-31 18:00:00
2025-05-31,5,5,21,CON-CEN,10-0,0,0,2025-05-31 21:00:00
2025-06-01,6,6,0,CON-CEN,10-0,0,0,2025-06-01 00:00:00
2025-06-01,6,6,3,CON-CEN,10-0,0,0,2025-06-01 03:00:00
2025-06-01,6,6,6,CON-CEN,10-0,0,0,2025-06-01 06:00:00
2025-06-01,6,6,9,CON-CEN,10-0,0,0,2025-06-01 09:00:00
2025-06-01,6,6,12,CON-CEN,10-0,0,0,2025-06-01 12:00:00
2025-06-01,6,6,15,CON-CEN,10-0,0,0,2025-06-01 15:00:00
2025-06-01,6,6,18,CON-CEN,10-0,1,1,2025-06-01 18:00:00
2025-06-01,6,6,21,CON-CEN,10-0,0,0,2025-06-01 21:00:00
2025-06-02,0,6,0,CON-CEN,10-0,0,0,2025-06-02 00:00:00
2025-06-02,0,6,3,CON-CEN,10-0,0,0,2025-06-02 03:00:00
2025-06-02,0,6,6,CON-CEN,10-0,0,0,2025-06-02 06:00:00
2025-06-02,0,6,9,CON-CEN,10-0,0,0,2025-06-02 09:00:00
2025-06-02,0,6,12,CON-CEN,10-0,0,0,2025-06-02 12:00:00
2025-06-02,0,6,15,CON-CEN,10-0,0,0,2025-06-02 15:00:00
2025-06-02,0,6,18,CON-CEN,10-0,0,0,2025-06-02 18:00:00
2025-06-02,0,6,21,CON-CEN,10-0,0,0,2025-06-02 21:00:00
2025-06-03,1,6,0,CON-CEN,10-0,2,1,2025-06-03 00:00:00
2025-06-03,1,6,3,CON-CEN,10-0,0,0,2025-06-03 03:00:00
2025-06-03,1,6,6,CON-CEN,10-0,0,0,2025-06-03 06:00:00
2025-06-03,1,6,9,CON-CEN,10-0,0,0,2025-06-03 09:00:00
2025-06-03,1,6,12,CON-CEN,10-0,0,0,2025-06-03 12:00:00
2025-06-03,1,6,15,CON-CEN,10-0,0,0,2025-06-03 15:00:00
2025-06-03,1,6,18,CON-CEN,10-0,0,0,2025-06-03 18:00:00
2025-06-03,1,6,21,CON-CEN,10-0,0,0,2025-06-03 21:00:00
2025-06-04,2,6,0,CON-CEN,10-0,0,0,2025-06-04 00:00:00
2025-06-04,2,6,3,CON-CEN,10-0,1,5,2025-06-04 03:00:00
2025-06-04,2,6,6,CON-CEN,10-0,0,0,2025-06-04 06:00:00
2025-06-04,2,6,9,CON-CEN,10-0,0,0,2025-06-04 09:00:00
2025-06-04,2,6,12,CON-CEN,10-0,1,4,2025-06-04 12:00:00
2025-06-04,2,6,15,CON-CEN,10-0,0,0,2025-06-04 15:00:00
2025-06-04,2,6,18,CON-CEN,10-0,0,0,2025-06-04 18:00:00
2025-06-04,2,6,21,CON-CEN,10-0,1,3,2025-06-04 21:00:00
2025-06-05,3,6,0,CON-CEN,10-0,0,0,2025-06-05 00:00:00
2025-06-05,3,6,3,CON-CEN,10-0,0,0,2025-06-05 03:00:00
2025-06-05,3,6,6,CON-CEN,10-0,0,0,2025-06-05 06:00:00
2025-06-05,3,6,9,CON-CEN,10-0,0,0,2025-06-05 09:00:00
2025-06-05,3,6,12,CON-CEN,10-0,0,0,2025-06-05 12:00:00
2025-06-05,3,6,15,CON-CEN,10-0,0,0,2025-06-05 15:00:00
2025-06-05,3,6,18,CON-CEN,10-0,0,0,2025-06-05 18:00:00
2025-06-05,3,6,21,CON-CEN,10-0,0,0,2025-06-05 21:00:00
2025-06-06,4,6,0,CON-CEN,10-0,0,0,2025-06-06 00:00:00
2025-06-06,4,6,3,CON-CEN,10-0,0,0,2025-06-06 03:00:00
2025-06-06,4,6,6,CON-CEN,10-0,0,0,2025-06-06 06:00:00
2025-06-06,4,6,9,CON-CEN,10-0,0,0,2025-06-06 09:00:00
2025-06-06,4,6,12,CON-CEN,10-0,0,0,2025-06-06 12:00:00
2025-06-06,4,6,15,CON-CEN,10-0,0,0,2025-06-06 15:00:00
2025-06-06,4,6,18,CON-CEN,10-0,0,0,2025-06-06 18:00:00
2025-06-06,4,6,21,CON-CEN,10-0,0,0,2025-06-06 21:00:00
2025-06-07,5,6,0,CON-CEN,10-0,0,0,2025-06-07 00:00:00
2025-06-07,5,6,3,CON-CEN,10-0,0,0,2025-06-07 03:00:00
2025-06-07,5,6,6,CON-CEN,10-0,0,0,2025-06-07 06:00:00
2025-06-07,5,6,9,CON-CEN,10-0,0,0,2025-06-07 09:00:00
2025-06-07,5,6,12,CON-CEN,10-0,0,0,2025-06-07 12:00:00
2025-06-07,5,6,15,CON-CEN,10-0,0,0,2025-06-07 15:00:00
2025-06-07,5,6,18,CON-CEN,10-0,0,0,2025-06-07 18:00:00
2025-06-07,5,6,21,CON-CEN,10-0,1,0,2025-06-07 21:00:00
2025-06-08,6,6,0,CON-CEN,10-0,0,0,2025-06-08 00:00:00
2025-06-08,6,6,3,CON-CEN,10-0,0,0,2025-06-08 03:00:00
2025-06-08,6,6,6,CON-CEN,10-0,0,0,2025-06-08 06:00:00
2025-06-08,6,6,9,CON-CEN,10-0,0,0,2025-06-08 09:00:00
2025-06-08,6,6,12,CON-CEN,10-0,1,3,2025-06-08 12:00:00
2025-06-08,6,6,15,CON-CEN,10-0,0,0,2025-06-08 15:00:00
2025-06-08,6,6,18,CON-CEN,10-0,0,0,2025-06-08 18:00:00
2025-06-08,6,6,21,CON-CEN,10-0,0,0,2025-06-08 21:00:00
2025-06-09,0,6,0,CON-CEN,10-0,0,0,2025-06-09 00:00:00
2025-06-09,0,6,3,CON-CEN,10-0,0,0,2025-06-09 03:00:00
2025-06-09,0,6,6,CON-CEN,10-0,0,0,2025-06-09 06:00:00
2025-06-09,0,6,9,CON-CEN,10-0,0,0,2025-06-09 09:00:00
2025-06-09,0,6,12,CON-CEN,10-0,0,0,2025-06-09 12:00:00
2025-06-09,0,6,15,CON-CEN,10-0,0,0,2025-06-09 15:00:00
2025-06-09,0,6,18,CON-CEN,10-0,0,0,2025-06-09 18:00:00
2025-06-09,0,6,21,CON-CEN,10-0,0,0,2025-06-09 21:00:00
2025-06-10,1,6,0,CON-CEN,10-0,0,0,2025-06-10 00:00:00
2025-06-10,1,6,3,CON-CEN,10-0,0,0,2025-06-10 03:00:00
2025-06-10,1,6,6,CON-CEN,10-0,0,0,2025-06-10 06:00:00
2025-06-10,1,6,9,CON-CEN,10-0,0,0,2025-06-10 09:00:00
2025-06-10,1,6,12,CON-CEN,10-0,1,1,2025-06-10 12:00:00
2025-06-10,1,6,15,CON-CEN,10-0,0,0,2025-06-10 15:00:00
2025-06-10,1,6,18,CON-CEN,10-0,0,0,2025-06-10 18:00:00
2025-06-10,1,6,21,CON-CEN,10-0,0,0,2025-06-10 21:00:00
2025-06-11,2,6,0,CON-CEN,10-0,0,0,2025-06-11 00:00:00
2025-06-11,2,6,3,CON-CEN,10-0,0,0,2025-06-11 03:00:00
2025-06-11,2,6,6,CON-CEN,10-0,0,0,2025-06-11 06:00:00
2025-06-11,2,6,9,CON-CEN,10-0,1,4,2025-06-11 09:00:00
2025-06-11,2,6,12,CON-CEN,10-0,0,0,2025-06-11 12:00:00
2025-06-11,2,6,15,CON-CEN,10-0,0,0,2025-06-11 15:00:00
2025-06-11,2,6,18,CON-CEN,10-0,0,0,2025-06-11 18:00:00
2025-06-11,2,6,21,CON-CEN,10-0,0,0,2025-06-11 21:00:00
2025-06-12,3,6,0,CON-CEN,10-0,0,0,2025-06-12 00:00:00
2025-06-12,3,6,3,CON-CEN,10-0,1,1,2025-06-12 03:00:00
2025-06-12,3,6,6,CON-CEN,10-0,0,0,2025-06-12 06:00:00
2025-06-12,3,6,9,CON-CEN,10-0,0,0,2025-06-12 09:00:00
2025-06-12,3,6,12,CON-CEN,10-0,0,0,2025-06-12 12:00:00
2025-06-12,3,6,15,CON-CEN,10-0,0,0,2025-06-12 15:00:00
2025-06-12,3,6,18,CON-CEN,10-0,0,0,2025-06-12 18:00:00
2025-06-12,3,6,21,CON-CEN,10-0,0,0,2025-06-12 21:00:00
2025-06-13,4,6,0,CON-CEN,10-0,0,0,2025-06-13 00:00:00
2025-06-13,4,6,3,CON-CEN,10-0,0,0,2025-06-13 03:00:00
2025-06-13,4,6,6,CON-CEN,10-0,0,0,2025-06-13 06:00:00
2025-06-13,4,6,9,CON-CEN,10-0,0,0,2025-06-13 09:00:00
2025-06-13,4,6,12,CON-CEN,10-0,0,0,2025-06-13 12:00:00
2025-06-13,4,6,15,CON-CEN,10-0,0,0,2025-06-13 15:00:00
2025-06-13,4,6,18,CON-CEN,10-0,0,0,2025-06-13 18:00:00
2025-06-13,4,6,21,CON-CEN,10-0,0,0,2025-06-13 21:00:00
2025-06-14,5,6,0,CON-CEN,10-0,0,0,2025-06-14 00:00:00
2025-06-14,5,6,3,CON-CEN,10-0,0,0,2025-06-14 03:00:00
2025-06-14,5,6,6,CON-CEN,10-0,1,7,2025-06-14 06:00:00
2025-06-14,5,6,9,CON-CEN,10-0,0,0,2025-06-14 09:00:00
2025-06-14,5,6,12,CON-CEN,10-0,0,0,2025-06-14 12:00:00
2025-06-14,5,6,15,CON-CEN,10-0,0,0,2025-06-14 15:00:00
2025-06-14,5,6,18,CON-CEN,10-0,0,0,2025-06-14 18:00:00
2025-06-14,5,6,21,CON-CEN,10-0,0,0,2025-06-14 21:00:00
2025-06-15,6,6,0,CON-CEN,10-0,0,0,2025-06-15 00:00:00
2025-06-15,6,6,3,CON-CEN,10-0,0,0,2025-06-15 03:00:00
2025-06-15,6,6,6,CON-CEN,10-0,0,0,2025-06-15 06:00:00
2025-06-15,6,6,9,CON-CEN,10-0,0,0,2025-06-15 09:00:00
2025-06-15,6,6,12,CON-CEN,10-0,1,5,2025-06-15 12:00:00
2025-06-15,6,6,15,CON-CEN,10-0,1,1,2025-06-15 15:00:00
2025-06-15,6,6,18,CON-CEN,10-0,0,0,2025-06-15 18:00:00
2025-06-15,6,6,21,CON-CEN,10-0,0,0,2025-06-15 21:00:00
2025-06-16,0,6,0,CON-CEN,10-0,0,0,2025-06-16 00:00:00
2025-06-16,0,6,3,CON-CEN,10-0,1,1,2025-06-16 03:00:00
2025-06-16,0,6,6,CON-CEN,10-0,0,0,2025-06-16 06:00:00
2025-06-16,0,6,9,CON-CEN,10-0,0,0,2025-06-16 09:00:00
2025-06-16,0,6,12,CON-CEN,10-0,0,0,2025-06-16 12:00:00
2025-06-16,0,6,15,CON-CEN,10-0,0,0,2025-06-16 15:00:00
2025-06-16,0,6,18,CON-CEN,10-0,0,0,2025-06-16 18:00:00
2025-06-16,0,6,21,CON-CEN,10-0,0,0,2025-06-16 21:00:00
2025-06-17,1,6,0,CON-CEN,10-0,0,0,2025-06-17 00:00:00
2025-06-17,1,6,3,CON-CEN,10-0,0,0,2025-06-17 03:00:00
2025-06-17,1,6,6,CON-CEN,10-0,0,0,2025-06-17 06:00:00
2025-06-17,1,6,9,CON-CEN,10-0,0,0,2025-06-17 09:00:00
2025-06-17,1,6,12,CON-CEN,10-0,0,0,2025-06-17 12:00:00
2025-06-17,1,6,15,CON-CEN,10-0,0,0,2025-06-17 15:00:00
2025-06-17,1,6,18,CON-CEN,10-0,0,0,2025-06-17 18:00:00
2025-06-17,1,6,21,CON-CEN,10-0,0,0,2025-06-17 21:00:00
2025-06-18,2,6,0,CON-CEN,10-0,1,5,2025-06-18 00:00:00
2025-06-18,2,6,3,CON-CEN,10-0,0,0,2025-06-18 03:00:00
2025-06-18,2,6,6,CON-CEN,10-0,0,0,2025-06-18 06:00:00
2025-06-18,2,6,9,CON-CEN,10-0,0,0,2025-06-18 09:00:00
2025-06-18,2,6,12,CON-CEN,10-0,0,0,2025-06-18 12:00:00
2025-06-18,2,6,15,CON-CEN,10-0,0,0,2025-06-18 15:00:00
2025-06-18,2,6,18,CON-CEN,10-0,0,0,2025-06-18 18:00:00
2025-06-18,2,6,21,CON-CEN,10-0,1,3,2025-06-18 21:00:00
2025-06-19,3,6,0,CON-CEN,10-0,1,3,2025-06-19 00:00:00
2025-06-19,3,6,3,CON-CEN,10-0,0,0,2025-06-19 03:00:00
2025-06-19,3,6,6,CON-CEN,10-0,0,0,2025-06-19 06:00:00
2025-06-19,3,6,9,CON-CEN,10-0,0,0,2025-06-19 09:00:00
2025-06-19,3,6,12,CON-CEN,10-0,0,0,2025-06-19 12:00:00
2025-06-19,3,6,15,CON-CEN,10-0,0,0,2025-06-19 15:00:00
2025-06-19,3,6,18,CON-CEN,10-0,0,0,2025-06-19 18:00:00
2025-06-19,3,6,21,CON-CEN,10-0,0,0,2025-06-19 21:00:00
2025-06-20,4,6,0,CON-CEN,10-0,0,0,2025-06-20 00:00:00
2025-06-20,4,6,3,CON-CEN,10-0,0,0,2025-06-20 03:00:00
2025-06-20,4,6,6,CON-CEN,10-0,0,0,2025-06-20 06:00:00
2025-06-20,4,6,9,CON-CEN,10-0,0,0,2025-06-20 09:00:00
2025-06-20,4,6,12,CON-CEN,10-0,0,0,2025-06-20 12:00:00
2025-06-20,4,6,15,CON-CEN,10-0,0,0,2025-06-20 15:00:00
2025-06-20,4,6,18,CON-CEN,10-0,0,0,2025-06-20 18:00:00
2025-06-20,4,6,21,CON-CEN,10-0,0,0,2025-06-20 21:00:00
2025-06-21,5,6,0,CON-CEN,10-0,0,0,2025-06-21 00:00:00
2025-06-21,5,6,3,CON-CEN,10-0,0,0,2025-06-21 03:00:00
2025-06-21,5,6,6,CON-CEN,10-0,0,0,2025-06-21 06:00:00
2025-06-21,5,6,9,CON-CEN,10-0,0,0,2025-06-21 09:00:00
2025-06-21,5,6,12,CON-CEN,10-0,0,0,2025-06-21 12:00:00
2025-06-21,5,6,15,CON-CEN,10-0,0,0,2025-06-21 15:00:00
2025-06-21,5,6,18,CON-CEN,10-0,0,0,2025-06-21 18:00:00
2025-06-21,5,6,21,CON-CEN,10-0,0,0,2025-06-21 21:00:00
2025-06-22,6,6,0,CON-CEN,10-0,0,0,2025-06-22 00:00:00
2025-06-22,6,6,3,CON-CEN,10-0,0,0,2025-06-22 03:00:00
2025-06-22,6,6,6,CON-CEN,10-0,0,0,2025-06-22 06:00:00
2025-06-22,6,6,9,CON-CEN,10-0,1,3,2025-06-22 09:00:00
2025-06-22,6,6,12,CON-CEN,10-0,0,0,2025-06-22 12:00:00
2025-06-22,6,6,15,CON-CEN,10-0,0,0,2025-06-22 15:00:00
2025-06-22,6,6,18,CON-CEN,10-0,0,0,2025-06-22 18:00:00
2025-06-22,6,6,21,CON-CEN,10-0,0,0,2025-06-22 21:00:00
2025-06-23,0,6,0,CON-CEN,10-0,0,0,2025-06-23 00:00:00
2025-06-23,0,6,3,CON-CEN,10-0,0,0,2025-06-23 03:00:00
