fecha,dia_semana,mes,bloque_hora,zona_id,tipo_emergencia,cantidad_emergencias,recursos_utilizados,timestamp
2025-09-12,4,9,0,CON-CEN,10-0,0,0,2025-09-12 00:00:00
2025-09-12,4,9,3,CON-CEN,10-0,0,0,2025-09-12 03:00:00
2025-09-12,4,9,6,CON-CEN,10-0,0,0,2025-09-12 06:00:00
2025-09-12,4,9,9,CON-CEN,10-0,0,0,2025-09-12 09:00:00
2025-09-12,4,9,12,CON-CEN,10-0,0,0,2025-09-12 12:00:00
2025-09-12,4,9,15,CON-CEN,10-0,0,0,2025-09-12 15:00:00
2025-09-12,4,9,18,CON-CEN,10-0,0,0,2025-09-12 18:00:00
2025-09-12,4,9,21,CON-CEN,10-0,0,0,2025-09-12 21:00:00
2025-09-13,5,9,0,CON-CEN,10-0,0,0,2025-09-13 00:00:00
2025-09-13,5,9,3,CON-CEN,10-0,0,0,2025-09-13 03:00:00
2025-09-13,5,9,6,CON-CEN,10-0,0,0,2025-09-13 06:00:00
2025-09-13,5,9,9,CON-CEN,10-0,1,2,2025-09-13 09:00:00
2025-09-13,5,9,12,CON-CEN,10-0,0,0,2025-09-13 12:00:00
2025-09-13,5,9,15,CON-CEN,10-0,0,0,2025-09-13 15:00:00
2025-09-13,5,9,18,CON-CEN,10-0,0,0,2025-09-13 18:00:00
2025-09-13,5,9,21,CON-CEN,10-0,0,0,2025-09-13 21:00:00
2025-09-14,6,9,0,CON-CEN,10-0,0,0,2025-09-14 00:00:00
2025-09-14,6,9,3,CON-CEN,10-0,0,0,2025-09-14 03:00:00
2025-09-14,6,9,6,CON-CEN,10-0,0,0,2025-09-14 06:00:00
2025-09-14,6,9,9,CON-CEN,10-0,0,0,2025-09-14 09:00:00
2025-09-14,6,9,12,CON-CEN,10-0,0,0,2025-09-14 12:00:00
2025-09-14,6,9,15,CON-CEN,10-0,0,0,2025-09-14 15:00:00
2025-09-14,6,9,18,CON-CEN,10-0,1,5,2025-09-14 18:00:00
2025-09-14,6,9,21,CON-CEN,10-0,0,0,2025-09-14 21:00:00
2025-09-15,0,9,0,CON-CEN,10-0,0,0,2025-09-15 00:00:00
2025-09-15,0,9,3,CON-CEN,10-0,0,0,2025-09-15 03:00:00
2025-09-15,0,9,6,CON-CEN,10-0,0,0,2025-09-15 06:00:00
2025-09-15,0,9,9,CON-CEN,10-0,0,0,2025-09-15 09:00:00
2025-09-15,0,9,12,CON-CEN,10-0,0,0,2025-09-15 12:00:00
2025-09-15,0,9,15,CON-CEN,10-0,0,0,2025-09-15 15:00:00
2025-09-15,0,9,18,CON-CEN,10-0,0,0,2025-09-15 18:00:00
2025-09-15,0,9,21,CON-CEN,10-0,0,0,2025-09-15 21:00:00
2025-09-16,1,9,0,CON-CEN,10-0,0,0,2025-09-16 00:00:00
2025-09-16,1,9,3,CON-CEN,10-0,0,0,2025-09-16 03:00:00
2025-09-16,1,9,6,CON-CEN,10-0,0,0,2025-09-16 06:00:00
2025-09-16,1,9,9,CON-CEN,10-0,0,0,2025-09-16 09:00:00
2025-09-16,1,9,12,CON-CEN,10-0,0,0,2025-09-16 12:00:00
2025-09-16,1,9,15,CON-CEN,10-0,0,0,2025-09-16 15:00:00
2025-09-16,1,9,18,CON-CEN,10-0,0,0,2025-09-16 18:00:00
2025-09-16,1,9,21,CON-CEN,10-0,0,0,2025-09-16 21:00:00
2025-09-17,2,9,0,CON-CEN,10-0,0,0,2025-09-17 00:00:00
2025-09-17,2,9,3,CON-CEN,10-0,0,0,2025-09-17 03:00:00
2025-09-17,2,9,6,CON-CEN,10-0,0,0,2025-09-17 06:00:00
2025-09-17,2,9,9,CON-CEN,10-0,0,0,2025-09-17 09:00:00
2025-09-17,2,9,12,CON-CEN,10-0,0,0,2025-09-17 12:00:00
2025-09-17,2,9,15,CON-CEN,10-0,0,0,2025-09-17 15:00:00
2025-09-17,2,9,18,CON-CEN,10-0,0,0,2025-09-17 18:00:00
2025-09-17,2,9,21,CON-CEN,10-0,0,0,2025-09-17 21:00:00
2025-09-18,3,9,0,CON-CEN,10-0,1,1,2025-09-18 00:00:00
2025-09-18,3,9,3,CON-CEN,10-0,0,0,2025-09-18 03:00:00
2025-09-18,3,9,6,CON-CEN,10-0,0,0,2025-09-18 06:00:00
2025-09-18,3,9,9,CON-CEN,10-0,0,0,2025-09-18 09:00:00
2025-09-18,3,9,12,CON-CEN,10-0,0,0,2025-09-18 12:00:00
2025-09-18,3,9,15,CON-CEN,10-0,0,0,2025-09-18 15:00:00
2025-09-18,3,9,18,CON-CEN,10-0,0,0,2025-09-18 18:00:00
2025-09-18,3,9,21,CON-CEN,10-0,0,0,2025-09-18 21:00:00
2025-09-19,4,9,0,CON-CEN,10-0,0,0,2025-09-19 00:00:00
2025-09-19,4,9,3,CON-CEN,10-0,0,0,2025-09-19 03:00:00
2025-09-19,4,9,6,CON-CEN,10-0,0,0,2025-09-19 06:00:00
2025-09-19,4,9,9,CON-CEN,10-0,0,0,2025-09-19 09:00:00
2025-09-19,4,9,12,CON-CEN,10-0,0,0,2025-09-19 12:00:00
2025-09-19,4,9,15,CON-CEN,10-0,0,0,2025-09-19 15:00:00
2025-09-19,4,9,18,CON-CEN,10-0,0,0,2025-09-19 18:00:00
2025-09-19,4,9,21,CON-CEN,10-0,0,0,2025-09-19 21:00:00
2025-09-20,5,9,0,CON-CEN,10-0,1,3,2025-09-20 00:00:00
2025-09-20,5,9,3,CON-CEN,10-0,0,0,2025-09-20 03:00:00
2025-09-20,5,9,6,CON-CEN,10-0,0,0,2025-09-20 06:00:00
2025-09-20,5,9,9,CON-CEN,10-0,0,0,2025-09-20 09:00:00
2025-09-20,5,9,12,CON-CEN,10-0,0,0,2025-09-20 12:00:00
2025-09-20,5,9,15,CON-CEN,10-0,0,0,2025-09-20 15:00:00
2025-09-20,5,9,18,CON-CEN,10-0,0,0,2025-09-20 18:00:00
2025-09-20,5,9,21,CON-CEN,10-0,0,0,2025-09-20 21:00:00
2025-09-21,6,9,0,CON-CEN,10-0,0,0,2025-09-21 00:00:00
2025-09-21,6,9,3,CON-CEN,10-0,0,0,2025-09-21 03:00:00
2025-09-21,6,9,6,CON-CEN,10-0,0,0,2025-09-21 06:00:00
2025-09-21,6,9,9,CON-CEN,10-0,0,0,2025-09-21 09:00:00
2025-09-21,6,9,12,CON-CEN,10-0,0,0,2025-09-21 12:00:00
2025-09-21,6,9,15,CON-CEN,10-0,0,0,2025-09-21 15:00:00
2025-09-21,6,9,18,CON-CEN,10-0,0,0,2025-09-21 18:00:00
2025-09-21,6,9,21,CON-CEN,10-0,0,0,2025-09-21 21:00:00
2025-09-22,0,9,0,CON-CEN,10-0,0,0,2025-09-22 00:00:00
2025-09-22,0,9,3,CON-CEN,10-0,0,0,2025-09-22 03:00:00
2025-09-22,0,9,6,CON-CEN,10-0,0,0,2025-09-22 06:00:00
2025-09-22,0,9,9,CON-CEN,10-0,0,0,2025-09-22 09:00:00
2025-09-22,0,9,12,CON-CEN,10-0,0,0,2025-09-22 12:00:00
2025-09-22,0,9,15,CON-CEN,10-0,0,0,2025-09-22 15:00:00
2025-09-22,0,9,18,CON-CEN,10-0,0,0,2025-09-22 18:00:00
2025-09-22,0,9,21,CON-CEN,10-0,0,0,2025-09-22 21:00:00
2025-09-23,1,9,0,CON-CEN,10-0,0,0,2025-09-23 00:00:00
2025-09-23,1,9,3,CON-CEN,10-0,0,0,2025-09-23 03:00:00
2025-09-23,1,9,6,CON-CEN,10-0,0,0,2025-09-23 06:00:00
2025-09-23,1,9,9,CON-CEN,10-0,0,0,2025-09-23 09:00:00
2025-09-23,1,9,12,CON-CEN,10-0,0,0,2025-09-23 12:00:00
2025-09-23,1,9,15,CON-CEN,10-0,0,0,2025-09-23 15:00:00
2025-09-23,1,9,18,CON-CEN,10-0,0,0,2025-09-23 18:00:00
2025-09-23,1,9,21,CON-CEN,10-0,1,3,2025-09-23 21:00:00
2025-09-24,2,9,0,CON-CEN,10-0,0,0,2025-09-24 00:00:00
2025-09-24,2,9,3,CON-CEN,10-0,0,0,2025-09-24 03:00:00
2025-09-24,2,9,6,CON-CEN,10-0,0,0,2025-09-24 06:00:00
2025-09-24,2,9,9,CON-CEN,10-0,0,0,2025-09-24 09:00:00
2025-09-24,2,9,12,CON-CEN,10-0,0,0,2025-09-24 12:00:00
2025-09-24,2,9,15,CON-CEN,10-0,0,0,2025-09-24 15:00:00
2025-09-24,2,9,18,CON-CEN,10-0,0,0,2025-09-24 18:00:00
2025-09-24,2,9,21,CON-CEN,10-0,1,3,2025-09-24 21:00:00
2025-09-25,3,9,0,CON-CEN,10-0,0,0,2025-09-25 00:00:00
2025-09-25,3,9,3,CON-CEN,10-0,0,0,2025-09-25 03:00:00
2025-09-25,3,9,6,CON-CEN,10-0,0,0,2025-09-25 06:00:00
2025-09-25,3,9,9,CON-CEN,10-0,0,0,2025-09-25 09:00:00
2025-09-25,3,9,12,CON-CEN,10-0,0,0,2025-09-25 12:00:00
2025-09-25,3,9,15,CON-CEN,10-0,0,0,2025-09-25 15:00:00
2025-09-25,3,9,18,CON-CEN,10-0,0,0,2025-09-25 18:00:00
2025-09-25,3,9,21,CON-CEN,10-0,0,0,2025-09-25 21:00:00
2025-09-26,4,9,0,CON-CEN,10-0,1,7,2025-09-26 00:00:00
2025-09-26,4,9,3,CON-CEN,10-0,0,0,2025-09-26 03:00:00
2025-09-26,4,9,6,CON-CEN,10-0,0,0,2025-09-26 06:00:00
2025-09-26,4,9,9,CON-CEN,10-0,0,0,2025-09-26 09:00:00
2025-09-26,4,9,12,CON-CEN,10-0,0,0,2025-09-26 12:00:00
2025-09-26,4,9,15,CON-CEN,10-0,0,0,2025-09-26 15:00:00
2025-09-26,4,9,18,CON-CEN,10-0,0,0,2025-09-26 18:00:00
2025-09-26,4,9,21,CON-CEN,10-0,0,0,2025-09-26 21:00:00
2025-09-27,5,9,0,CON-CEN,10-0,0,0,2025-09-27 00:00:00
2025-09-27,5,9,3,CON-CEN,10-0,0,0,2025-09-27 03:00:00
2025-09-27,5,9,6,CON-CEN,10-0,0,0,2025-09-27 06:00:00
2025-09-27,5,9,9,CON-CEN,10-0,0,0,2025-09-27 09:00:00
2025-09-27,5,9,12,CON-CEN,10-0,0,0,2025-09-27 12:00:00
2025-09-27,5,9,15,CON-CEN,10-0,0,0,2025-09-27 15:00:00
2025-09-27,5,9,18,CON-CEN,10-0,0,0,2025-09-27 18:00:00
2025-09-27,5,9,21,CON-CEN,10-0,0,0,2025-09-27 21:00:00
2025-09-28,6,9,0,CON-CEN,10-0,0,0,2025-09-28 00:00:00
2025-09-28,6,9,3,CON-CEN,10-0,0,0,2025-09-28 03:00:00
2025-09-28,6,9,6,CON-CEN,10-0,0,0,2025-09-28 06:00:00
2025-09-28,6,9,9,CON-CEN,10-0,1,2,2025-09-28 09:00:00
2025-09-28,6,9,12,CON-CEN,10-0,0,0,2025-09-28 12:00:00
2025-09-28,6,9,15,CON-CEN,10-0,0,0,2025-09-28 15:00:00
2025-09-28,6,9,18,CON-CEN,10-0,0,0,2025-09-28 18:00:00
2025-09-28,6,9,21,CON-CEN,10-0,0,0,2025-09-28 21:00:00
2025-09-29,0,9,0,CON-CEN,10-0,0,0,2025-09-29 00:00:00
2025-09-29,0,9,3,CON-CEN,10-0,0,0,2025-09-29 03:00:00
2025-09-29,0,9,6,CON-CEN,10-0,0,0,2025-09-29 06:00:00
2025-09-29,0,9,9,CON-CEN,10-0,0,0,2025-09-29 09:00:00
2025-09-29,0,9,12,CON-CEN,10-0,0,0,2025-09-29 12:00:00
2025-09-29,0,9,15,CON-CEN,10-0,0,0,2025-09-29 15:00:00
2025-09-29,0,9,18,CON-CEN,10-0,0,0,2025-09-29 18:00:00
2025-09-29,0,9,21,CON-CEN,10-0,0,0,2025-09-29 21:00:00
2025-09-30,1,9,0,CON-CEN,10-0,0,0,2025-09-30 00:00:00
2025-09-30,1,9,3,CON-CEN,10-0,0,0,2025-09-30 03:00:00
2025-09-30,1,9,6,CON-CEN,10-0,0,0,2025-09-30 06:00:00
2025-09-30,1,9,9,CON-CEN,10-0,0,0,2025-09-30 09:00:00
2025-09-30,1,9,12,CON-CEN,10-0,0,0,2025-09-30 12:00:00
2025-09-30,1,9,15,CON-CEN,10-0,0,0,2025-09-30 15:00:00
2025-09-30,1,9,18,CON-CEN,10-0,0,0,2025-09-30 18:00:00
2025-09-30,1,9,21,CON-CEN,10-0,0,0,2025-09-30 21:00:00
2025-10-01,2,10,0,CON-CEN,10-0,0,0,2025-10-01 00:00:00
2025-10-01,2,10,3,CON-CEN,10-0,0,0,2025-10-01 03:00:00
2025-10-01,2,10,6,CON-CEN,10-0,0,0,2025-10-01 06:00:00
2025-10-01,2,10,9,CON-CEN,10-0,0,0,2025-10-01 09:00:00
2025-10-01,2,10,12,CON-CEN,10-0,0,0,2025-10-01 12:00:00
2025-10-01,2,10,15,CON-CEN,10-0,0,0,2025-10-01 15:00:00
2025-10-01,2,10,18,CON-CEN,10-0,0,0,2025-10-01 18:00:00
2025-10-01,2,10,21,CON-CEN,10-0,0,0,2025-10-01 21:00:00
2025-10-02,3,10,0,CON-CEN,10-0,0,0,2025-10-02 00:00:00
2025-10-02,3,10,3,CON-CEN,10-0,0,0,2025-10-02 03:00:00
2025-10-02,3,10,6,CON-CEN,10-0,0,0,2025-10-02 06:00:00
2025-10-02,3,10,9,CON-CEN,10-0,0,0,2025-10-02 09:00:00
2025-10-02,3,10,12,CON-CEN,10-0,0,0,2025-10-02 12:00:00
2025-10-02,3,10,15,CON-CEN,10-0,0,0,2025-10-02 15:00:00
2025-10-02,3,10,18,CON-CEN,10-0,0,0,2025-10-02 18:00:00
2025-10-02,3,10,21,CON-CEN,10-0,0,0,2025-10-02 21:00:00
2025-10-03,4,10,0,CON-CEN,10-0,0,0,2025-10-03 00:00:00
2025-10-03,4,10,3,CON-CEN,10-0,0,0,2025-10-03 03:00:00
2025-10-03,4,10,6,CON-CEN,10-0,0,0,2025-10-03 06:00:00
2025-10-03,4,10,9,CON-CEN,10-0,0,0,2025-10-03 09:00:00
2025-10-03,4,10,12,CON-CEN,10-0,0,0,2025-10-03 12:00:00
2025-10-03,4,10,15,CON-CEN,10-0,0,0,2025-10-03 15:00:00
2025-10-03,4,10,18,CON-CEN,10-0,0,0,2025-10-03 18:00:00
2025-10-03,4,10,21,CON-CEN,10-0,0,0,2025-10-03 21:00:00
2025-10-04,5,10,0,CON-CEN,10-0,0,0,2025-10-04 00:00:00
2025-10-04,5,10,3,CON-CEN,10-0,0,0,2025-10-04 03:00:00
2025-10-04,5,10,6,CON-CEN,10-0,0,0,2025-10-04 06:00:00
2025-10-04,5,10,9,CON-CEN,10-0,0,0,2025-10-04 09:00:00
2025-10-04,5,10,12,CON-CEN,10-0,0,0,2025-10-04 12:00:00
2025-10-04,5,10,15,CON-CEN,10-0,0,0,2025-10-04 15:00:00
2025-10-04,5,10,18,CON-CEN,10-0,0,0,2025-10-04 18:00:00
2025-10-04,5,10,21,CON-CEN,10-0,0,0,2025-10-04 21:00:00
2025-10-05,6,10,0,CON-CEN,10-0,0,0,2025-10-05 00:00:00
2025-10-05,6,10,3,CON-CEN,10-0,0,0,2025-10-05 03:00:00
2025-10-05,6,10,6,CON-CEN,10-0,0,0,2025-10-05 06:00:00
2025-10-05,6,10,9,CON-CEN,10-0,0,0,2025-10-05 09:00:00
2025-10-05,6,10,12,CON-CEN,10-0,0,0,2025-10-05 12:00:00
2025-10-05,6,10,15,CON-CEN,10-0,0,0,2025-10-05 15:00:00
2025-10-05,6,10,18,CON-CEN,10-0,0,0,2025-10-05 18:00:00
2025-10-05,6,10,21,CON-CEN,10-0,0,0,2025-10-05 21:00:00
2025-10-06,0,10,0,CON-CEN,10-0,0,0,2025-10-06 00:00:00
2025-10-06,0,10,3,CON-CEN,10-0,1,3,2025-10-06 03:00:00
2025-10-06,0,10,6,CON-CEN,10-0,0,0,2025-10-06 06:00:00
2025-10-06,0,10,9,CON-CEN,10-0,0,0,2025-10-06 09:00:00
2025-10-06,0,10,12,CON-CEN,10-0,0,0,2025-10-06 12:00:00
2025-10-06,0,10,15,CON-CEN,10-0,0,0,2025-10-06 15:00:00
2025-10-06,0,10,18,CON-CEN,10-0,0,0,2025-10-06 18:00:00
2025-10-06,0,10,21,CON-CEN,10-0,0,0,2025-10-06 21:00:00
2025-10-07,1,10,0,CON-CEN,10-0,0,0,2025-10-07 00:00:00
2025-10-07,1,10,3,CON-CEN,10-0,0,0,2025-10-07 03:00:00
2025-10-07,1,10,6,CON-CEN,10-0,0,0,2025-10-07 06:00:00
2025-10-07,1,10,9,CON-CEN,10-0,0,0,2025-10-07 09:00:00
2025-10-07,1,10,12,CON-CEN,10-0,0,0,2025-10-07 12:00:00
2025-10-07,1,10,15,CON-CEN,10-0,0,0,2025-10-07 15:00:00
2025-10-07,1,10,18,CON-CEN,10-0,0,0,2025-10-07 18:00:00
2025-10-07,1,10,21,CON-CEN,10-0,0,0,2025-10-07 21:00:00
2025-10-08,2,10,0,CON-CEN,10-0,0,0,2025-10-08 00:00:00
2025-10-08,2,10,3,CON-CEN,10-0,0,0,2025-10-08 03:00:00
2025-10-08,2,10,6,CON-CEN,10-0,0,0,2025-10-08 06:00:00
2025-10-08,2,10,9,CON-CEN,10-0,0,0,2025-10-08 09:00:00
2025-10-08,2,10,12,CON-CEN,10-0,0,0,2025-10-08 12:00:00
2025-10-08,2,10,15,CON-CEN,10-0,0,0,2025-10-08 15:00:00
2025-10-08,2,10,18,CON-CEN,10-0,0,0,2025-10-08 18:00:00
2025-10-08,2,10,21,CON-CEN,10-0,0,0,2025-10-08 21:00:00
2025-10-09,3,10,0,CON-CEN,10-0,0,0,2025-10-09 00:00:00
2025-10-09,3,10,3,CON-CEN,10-0,0,0,2025-10-09 03:00:00
2025-10-09,3,10,6,CON-CEN,10-0,0,0,2025-10-09 06:00:00
2025-10-09,3,10,9,CON-CEN,10-0,0,0,2025-10-09 09:00:00
2025-10-09,3,10,12,CON-CEN,10-0,2,7,2025-10-09 12:00:00
2025-10-09,3,10,15,CON-CEN,10-0,0,0,2025-10-09 15:00:00
2025-10-09,3,10,18,CON-CEN,10-0,0,0,2025-10-09 18:00:00
2025-10-09,3,10,21,CON-CEN,10-0,0,0,2025-10-09 21:00:00
2025-10-10,4,10,0,CON-CEN,10-0,0,0,2025-10-10 00:00:00
2025-10-10,4,10,3,CON-CEN,10-0,0,0,2025-10-10 03:00:00
2025-10-10,4,10,6,CON-CEN,10-0,0,0,2025-10-10 06:00:00
2025-10-10,4,10,9,CON-CEN,10-0,0,0,2025-10-10 09:00:00
2025-10-10,4,10,12,CON-CEN,10-0,0,0,2025-10-10 12:00:00
2025-10-10,4,10,15,CON-CEN,10-0,0,0,2025-10-10 15:00:00
2025-10-10,4,10,18,CON-CEN,10-0,0,0,2025-10-10 18:00:00
2025-10-10,4,10,21,CON-CEN,10-0,0,0,2025-10-10 21:00:00
2025-10-11,5,10,0,CON-CEN,10-0,0,0,2025-10-11 00:00:00
2025-10-11,5,10,3,CON-CEN,10-0,0,0,2025-10-11 03:00:00
2025-10-11,5,10,6,CON-CEN,10-0,0,0,2025-10-11 06:00:00
2025-10-11,5,10,9,CON-CEN,10-0,0,0,2025-10-11 09:00:00
2025-10-11,5,10,12,CON-CEN,10-0,0,0,2025-10-11 12:00:00
2025-10-11,5,10,15,CON-CEN,10-0,0,0,2025-10-11 15:00:00
2025-10-11,5,10,18,CON-CEN,10-0,0,0,2025-10-11 18:00:00
2025-10-11,5,10,21,CON-CEN,10-0,0,0,2025-10-11 21:00:00
2025-10-12,6,10,0,CON-CEN,10-0,0,0,2025-10-12 00:00:00
2025-10-12,6,10,3,CON-CEN,10-0,0,0,2025-10-12 03:00:00
2025-10-12,6,10,6,CON-CEN,10-0,0,0,2025-10-12 06:00:00
2025-10-12,6,10,9,CON-CEN,10-0,0,0,2025-10-12 09:00:00
2025-10-12,6,10,12,CON-CEN,10-0,0,0,2025-10-12 12:00:00
2025-10-12,6,10,15,CON-CEN,10-0,0,0,2025-10-12 15:00:00
2025-10-12,6,10,18,CON-CEN,10-0,0,0,2025-10-12 18:00:00
2025-10-12,6,10,21,CON-CEN,10-0,0,0,2025-10-12 21:00:00
2025-10-13,0,10,0,CON-CEN,10-0,0,0,2025-10-13 00:00:00
2025-10-13,0,10,3,CON-CEN,10-0,0,0,2025-10-13 03:00:00
2025-10-13,0,10,6,CON-CEN,10-0,0,0,2025-10-13 06:00:00
2025-10-13,0,10,9,CON-CEN,10-0,0,0,2025-10-13 09:00:00
2025-10-13,0,10,12,CON-CEN,10-0,0,0,2025-10-13 12:00:00
2025-10-13,0,10,15,CON-CEN,10-0,0,0,2025-10-13 15:00:00
2025-10-13,0,10,18,CON-CEN,10-0,0,0,2025-10-13 18:00:00
2025-10-13,0,10,21,CON-CEN,10-0,0,0,2025-10-13 21:00:00
2025-10-14,1,10,0,CON-CEN,10-0,0,0,2025-10-14 00:00:00
2025-10-14,1,10,3,CON-CEN,10-0,0,0,2025-10-14 03:00:00
2025-10-14,1,10,6,CON-CEN,10-0,0,0,2025-10-14 06:00:00
2025-10-14,1,10,9,CON-CEN,10-0,0,0,2025-10-14 09:00:00
2025-10-14,1,10,12,CON-CEN,10-0,0,0,2025-10-14 12:00:00
2025-10-14,1,10,15,CON-CEN,10-0,0,0,2025-10-14 15:00:00
2025-10-14,1,10,18,CON-CEN,10-0,0,0,2025-10-14 18:00:00
2025-10-14,1,10,21,CON-CEN,10-0,0,0,2025-10-14 21:00:00
2025-10-15,2,10,0,CON-CEN,10-0,0,0,2025-10-15 00:00:00
2025-10-15,2,10,3,CON-CEN,10-0,0,0,2025-10-15 03:00:00
2025-10-15,2,10,6,CON-CEN,10-0,0,0,2025-10-15 06:00:00
2025-10-15,2,10,9,CON-CEN,10-0,0,0,2025-10-15 09:00:00
2025-10-15,2,10,12,CON-CEN,10-0,0,0,2025-10-15 12:00:00
2025-10-15,2,10,15,CON-CEN,10-0,0,0,2025-10-15 15:00:00
2025-10-15,2,10,18,CON-CEN,10-0,0,0,2025-10-15 18:00:00
2025-10-15,2,10,21,CON-CEN,10-0,0,0,2025-10-15 21:00:00
2025-10-16,3,10,0,CON-CEN,10-0,0,0,2025-10-16 00:00:00
2025-10-16,3,10,3,CON-CEN,10-0,0,0,2025-10-16 03:00:00
2025-10-16,3,10,6,CON-CEN,10-0,0,0,2025-10-16 06:00:00
2025-10-16,3,10,9,CON-CEN,10-0,0,0,2025-10-16 09:00:00
2025-10-16,3,10,12,CON-CEN,10-0,0,0,2025-10-16 12:00:00
2025-10-16,3,10,15,CON-CEN,10-0,1,4,2025-10-16 15:00:00
2025-10-16,3,10,18,CON-CEN,10-0,0,0,2025-10-16 18:00:00
2025-10-16,3,10,21,CON-CEN,10-0,0,0,2025-10-16 21:00:00
2025-10-17,4,10,0,CON-CEN,10-0,0,0,2025-10-17 00:00:00
2025-10-17,4,10,3,CON-CEN,10-0,0,0,2025-10-17 03:00:00
2025-10-17,4,10,6,CON-CEN,10-0,0,0,2025-10-17 06:00:00
2025-10-17,4,10,9,CON-CEN,10-0,0,0,2025-10-17 09:00:00
2025-10-17,4,10,12,CON-CEN,10-0,1,6,2025-10-17 12:00:00
2025-10-17,4,10,15,CON-CEN,10-0,0,0,2025-10-17 15:00:00
2025-10-17,4,10,18,CON-CEN,10-0,0,0,2025-10-17 18:00:00
2025-10-17,4,10,21,CON-CEN,10-0,0,0,2025-10-17 21:00:00
2025-10-18,5,10,0,CON-CEN,10-0,0,0,2025-10-18 00:00:00
2025-10-18,5,10,3,CON-CEN,10-0,0,0,2025-10-18 03:00:00
2025-10-18,5,10,6,CON-CEN,10-0,0,0,2025-10-18 06:00:00
2025-10-18,5,10,9,CON-CEN,10-0,0,0,2025-10-18 09:00:00
2025-10-18,5,10,12,CON-CEN,10-0,0,0,2025-10-18 12:00:00
2025-10-18,5,10,15,CON-CEN,10-0,0,0,2025-10-18 15:00:00
2025-10-18,5,10,18,CON-CEN,10-0,0,0,2025-10-18 18:00:00
2025-10-18,5,10,21,CON-CEN,10-0,0,0,2025-10-18 21:00:00
2025-10-19,6,10,0,CON-CEN,10-0,0,0,2025-10-19 00:00:00
2025-10-19,6,10,3,CON-CEN,10-0,0,0,2025-10-19 03:00:00
2025-10-19,6,10,6,CON-CEN,10-0,0,0,2025-10-19 06:00:00
2025-10-19,6,10,9,CON-CEN,10-0,0,0,2025-10-19 09:00:00
2025-10-19,6,10,12,CON-CEN,10-0,0,0,2025-10-19 12:00:00
2025-10-19,6,10,15,CON-CEN,10-0,0,0,2025-10-19 15:00:00
2025-10-19,6,10,18,CON-CEN,10-0,0,0,2025-10-19 18:00:00
2025-10-19,6,10,21,CON-CEN,10-0,0,0,2025-10-19 21:00:00
2025-10-20,0,10,0,CON-CEN,10-0,0,0,2025-10-20 00:00:00
2025-10-20,0,10,3,CON-CEN,10-0,0,0,2025-10-20 03:00:00
2025-10-20,0,10,6,CON-CEN,10-0,0,0,2025-10-20 06:00:00
2025-10-20,0,10,9,CON-CEN,10-0,0,0,2025-10-20 09:00:00
2025-10-20,0,10,12,CON-CEN,10-0,0,0,2025-10-20 12:00:00
2025-10-20,0,10,15,CON-CEN,10-0,0,0,2025-10-20 15:00:00
2025-10-20,0,10,18,CON-CEN,10-0,0,0,2025-10-20 18:00:00
2025-10-20,0,10,21,CON-CEN,10-0,0,0,2025-10-20 21:00:00
2025-10-21,1,10,0,CON-CEN,10-0,0,0,2025-10-21 00:00:00
2025-10-21,1,10,3,CON-CEN,10-0,0,0,2025-10-21 03:00:00
